,race,trackId,track,year,driver,team,grid,position,points,laps,total_race_time,fastestLap,pit_stop_mean_driver,pit_stop_mean_race,total_stops,pit_stop_total_time
0,843,17,Chinese GP,2011,hamilton,mclaren,3,1,25,56,5818226,48,20659.333333333332,22299.241379310344,3,61978.0
1,843,17,Chinese GP,2011,vettel,red_bull,1,2,18,56,5823424,47,21764.0,22299.241379310344,2,43528.0
2,843,17,Chinese GP,2011,webber,red_bull,18,3,15,56,5825781,42,21888.333333333332,22299.241379310344,3,65665.0
3,843,17,Chinese GP,2011,button,mclaren,2,4,12,56,5828226,39,21924.666666666668,22299.241379310344,3,65774.0
4,843,17,Chinese GP,2011,rosberg,mercedes,4,5,10,56,5831674,41,21165.333333333332,22299.241379310344,3,63496.0
5,843,17,Chinese GP,2011,massa,ferrari,6,6,8,56,5834066,39,21396.0,22299.241379310344,2,42792.0
6,843,17,Chinese GP,2011,alonso,ferrari,5,7,6,56,5848848,41,21887.5,22299.241379310344,2,43775.0
7,843,17,Chinese GP,2011,michael_schumacher,mercedes,14,8,4,56,5849252,46,21295.333333333332,22299.241379310344,3,63886.0
8,843,17,Chinese GP,2011,petrov,renault,10,9,2,56,5875630,50,21993.0,22299.241379310344,2,43986.0
9,843,17,Chinese GP,2011,kobayashi,sauber,13,10,1,56,5881499,32,21895.5,22299.241379310344,2,43791.0
10,843,17,Chinese GP,2011,resta,force_india,8,11,0,56,5886983,45,21603.5,22299.241379310344,2,43207.0
11,843,17,Chinese GP,2011,heidfeld,renault,16,12,0,56,5890965,51,22018.5,22299.241379310344,2,44037.0
12,843,17,Chinese GP,2011,barrichello,williams,15,13,0,56,5908415,45,21595.0,22299.241379310344,2,43190.0
13,843,17,Chinese GP,2011,buemi,toro_rosso,9,14,0,56,5908897,45,22886.666666666668,22299.241379310344,3,68660.0
14,844,5,Turkish GP,2011,vettel,red_bull,1,1,25,58,5417558,50,20402.25,22327.5125,4,81609.0
15,844,5,Turkish GP,2011,webber,red_bull,2,2,18,58,5426365,48,21100.25,22327.5125,4,84401.0
16,844,5,Turkish GP,2011,alonso,ferrari,5,3,15,58,5427633,48,21530.25,22327.5125,4,86121.0
17,844,5,Turkish GP,2011,hamilton,mclaren,4,4,12,58,5457790,48,24909.25,22327.5125,4,99637.0
18,844,5,Turkish GP,2011,rosberg,mercedes,3,5,10,58,5465097,47,21189.25,22327.5125,4,84757.0
19,844,5,Turkish GP,2011,button,mclaren,6,6,8,58,5476989,47,21808.0,22327.5125,3,65424.0
20,844,5,Turkish GP,2011,heidfeld,renault,9,7,6,58,5478415,52,21743.75,22327.5125,4,86975.0
21,844,5,Turkish GP,2011,petrov,renault,7,8,4,58,5485726,48,21561.25,22327.5125,4,86245.0
22,844,5,Turkish GP,2011,buemi,toro_rosso,16,9,2,58,5486952,44,21976.333333333332,22327.5125,3,65929.0
23,844,5,Turkish GP,2011,kobayashi,sauber,24,10,1,58,5495579,45,22577.0,22327.5125,3,67731.0
24,844,5,Turkish GP,2011,massa,ferrari,10,11,0,58,5497381,57,23375.0,22327.5125,4,93500.0
25,844,5,Turkish GP,2011,michael_schumacher,mercedes,8,12,0,58,5503002,47,23016.25,22327.5125,4,92065.0
26,845,4,Spanish GP,2011,vettel,red_bull,2,1,25,66,5943301,60,20214.5,21567.597402597403,4,80858.0
27,845,4,Spanish GP,2011,hamilton,mclaren,3,2,18,66,5943931,52,20364.25,21567.597402597403,4,81457.0
28,845,4,Spanish GP,2011,button,mclaren,5,3,15,66,5978998,63,20295.0,21567.597402597403,3,60885.0
29,845,4,Spanish GP,2011,webber,red_bull,1,4,12,66,5991267,50,20305.75,21567.597402597403,4,81223.0
30,846,6,Monaco GP,2011,vettel,red_bull,1,1,25,78,7778373,78,28536.0,26766.731707317074,1,28536.0
31,846,6,Monaco GP,2011,alonso,ferrari,4,2,18,78,7779511,77,28367.0,26766.731707317074,2,56734.0
32,846,6,Monaco GP,2011,button,mclaren,2,3,15,78,7780751,78,25457.0,26766.731707317074,3,76371.0
33,846,6,Monaco GP,2011,webber,red_bull,3,4,12,78,7801474,78,32002.0,26766.731707317074,2,64004.0
34,846,6,Monaco GP,2011,kobayashi,sauber,12,5,10,78,7805289,76,28642.0,26766.731707317074,1,28642.0
35,846,6,Monaco GP,2011,hamilton,mclaren,9,6,8,78,7805583,54,25923.0,26766.731707317074,3,77769.0
36,847,7,Canadian GP,2011,button,mclaren,7,1,25,70,14679537,69,23511.166666666668,24648.342465753423,6,141067.0
37,847,7,Canadian GP,2011,vettel,red_bull,1,2,18,70,14682246,69,23118.666666666668,24648.342465753423,3,69356.0
38,847,7,Canadian GP,2011,webber,red_bull,4,3,15,70,14693365,65,24906.0,24648.342465753423,3,74718.0
39,847,7,Canadian GP,2011,michael_schumacher,mercedes,8,4,12,70,14693756,70,23592.25,24648.342465753423,4,94369.0
40,847,7,Canadian GP,2011,petrov,renault,10,5,10,70,14699932,68,23980.5,24648.342465753423,2,47961.0
41,847,7,Canadian GP,2011,massa,ferrari,3,6,8,70,14712762,68,24633.5,24648.342465753423,4,98534.0
42,847,7,Canadian GP,2011,kobayashi,sauber,13,7,6,70,14712807,70,24152.5,24648.342465753423,2,48305.0
43,847,7,Canadian GP,2011,alguersuari,toro_rosso,24,8,4,70,14715501,69,24748.666666666668,24648.342465753423,3,74246.0
44,847,7,Canadian GP,2011,barrichello,williams,16,9,2,70,14724654,68,24028.5,24648.342465753423,4,96114.0
45,847,7,Canadian GP,2011,buemi,toro_rosso,15,10,1,70,14726593,69,24782.25,24648.342465753423,4,99129.0
46,847,7,Canadian GP,2011,rosberg,mercedes,6,11,0,70,14729991,69,22882.0,24648.342465753423,4,91528.0
47,847,7,Canadian GP,2011,rosa,sauber,17,12,0,70,14743144,70,27163.5,24648.342465753423,2,54327.0
48,848,12,European GP,2011,vettel,red_bull,1,1,25,57,5976169,53,20592.666666666668,21795.815384615384,3,61778.0
49,848,12,European GP,2011,alonso,ferrari,4,2,18,57,5987060,49,20721.333333333332,21795.815384615384,3,62164.0
50,848,12,European GP,2011,webber,red_bull,2,3,15,57,6003424,39,20383.666666666668,21795.815384615384,3,61151.0
51,848,12,European GP,2011,hamilton,mclaren,3,4,12,57,6022359,47,20529.0,21795.815384615384,3,61587.0
52,848,12,European GP,2011,massa,ferrari,5,5,10,57,6027874,53,22219.666666666668,21795.815384615384,3,66659.0
53,848,12,European GP,2011,button,mclaren,6,6,8,57,6036234,57,20600.333333333332,21795.815384615384,3,61801.0
54,848,12,European GP,2011,rosberg,mercedes,7,7,6,57,6074259,53,21832.333333333332,21795.815384615384,3,65497.0
55,849,9,British GP,2011,alonso,ferrari,3,1,25,52,5321196,41,24671.333333333332,25599.56603773585,3,74014.0
56,849,9,British GP,2011,vettel,red_bull,2,2,18,52,5337707,38,26504.333333333332,25599.56603773585,3,79513.0
57,849,9,British GP,2011,webber,red_bull,1,3,15,52,5338143,49,24416.0,25599.56603773585,3,73248.0
58,849,9,British GP,2011,hamilton,mclaren,10,4,12,52,5350182,39,24168.333333333332,25599.56603773585,3,72505.0
59,849,9,British GP,2011,massa,ferrari,4,5,10,52,5350206,49,23775.333333333332,25599.56603773585,3,71326.0
60,849,9,British GP,2011,rosberg,mercedes,9,6,8,52,5381861,32,24560.5,25599.56603773585,2,49121.0
61,849,9,British GP,2011,perez,sauber,12,7,6,52,5386786,35,25502.5,25599.56603773585,2,51005.0
62,849,9,British GP,2011,heidfeld,renault,16,8,4,52,5396738,37,24575.0,25599.56603773585,2,49150.0
63,849,9,British GP,2011,michael_schumacher,mercedes,13,9,2,52,5399108,34,28881.333333333332,25599.56603773585,3,86644.0
64,849,9,British GP,2011,alguersuari,toro_rosso,18,10,1,52,5400304,38,24407.0,25599.56603773585,2,48814.0
65,849,9,British GP,2011,sutil,force_india,11,11,0,52,5400908,42,25684.666666666668,25599.56603773585,3,77054.0
66,849,9,British GP,2011,petrov,renault,14,12,0,52,5401877,40,24526.0,25599.56603773585,2,49052.0
67,850,20,German GP,2011,hamilton,mclaren,2,1,25,60,5850334,59,20627.0,21635.46,3,61881.0
68,850,20,German GP,2011,alonso,ferrari,4,2,18,60,5854314,60,20146.666666666668,21635.46,3,60440.0
69,850,20,German GP,2011,webber,red_bull,1,3,15,60,5860122,60,20687.666666666668,21635.46,3,62063.0
70,850,20,German GP,2011,vettel,red_bull,3,4,12,60,5898255,47,20259.333333333332,21635.46,3,60778.0
71,850,20,German GP,2011,massa,ferrari,5,5,10,60,5902586,51,20810.666666666668,21635.46,3,62432.0
72,850,20,German GP,2011,sutil,force_india,8,6,8,60,5936542,57,20859.0,21635.46,2,41718.0
73,851,11,Hungarian GP,2011,button,mclaren,3,1,25,70,6402337,58,20965.666666666668,21741.241379310344,3,62897.0
74,851,11,Hungarian GP,2011,vettel,red_bull,1,2,18,70,6405925,70,20321.666666666668,21741.241379310344,3,60965.0
75,851,11,Hungarian GP,2011,alonso,ferrari,5,3,15,70,6422156,62,21539.0,21741.241379310344,4,86156.0
76,851,11,Hungarian GP,2011,hamilton,mclaren,2,4,12,70,6450675,61,19866.666666666668,21741.241379310344,6,119200.0
77,851,11,Hungarian GP,2011,webber,red_bull,6,5,10,70,6452079,61,20672.8,21741.241379310344,5,103364.0
78,851,11,Hungarian GP,2011,massa,ferrari,4,6,8,70,6485513,61,21760.25,21741.241379310344,4,87041.0
79,852,13,Belgian GP,2011,vettel,red_bull,1,1,25,44,5204893,36,21031.666666666668,22255.50980392157,3,63095.0
80,852,13,Belgian GP,2011,webber,red_bull,3,2,18,44,5208634,33,20981.0,22255.50980392157,2,41962.0
81,852,13,Belgian GP,2011,button,mclaren,13,3,15,44,5214562,39,23147.333333333332,22255.50980392157,3,69442.0
82,852,13,Belgian GP,2011,alonso,ferrari,8,4,12,44,5217915,41,21118.5,22255.50980392157,2,42237.0
83,852,13,Belgian GP,2011,michael_schumacher,mercedes,24,5,10,44,5252357,34,20566.0,22255.50980392157,3,61698.0
84,852,13,Belgian GP,2011,rosberg,mercedes,5,6,8,44,5253567,39,22130.5,22255.50980392157,2,44261.0
85,852,13,Belgian GP,2011,sutil,force_india,15,7,6,44,5264606,33,21878.0,22255.50980392157,2,43756.0
86,852,13,Belgian GP,2011,massa,ferrari,4,8,4,44,5270969,42,21869.333333333332,22255.50980392157,3,65608.0
87,852,13,Belgian GP,2011,petrov,renault,10,9,2,44,5276810,34,21687.0,22255.50980392157,2,43374.0
88,852,13,Belgian GP,2011,maldonado,williams,21,10,1,44,5282508,43,21862.0,22255.50980392157,2,43724.0
89,852,13,Belgian GP,2011,resta,force_india,17,11,0,44,5288887,32,21342.0,22255.50980392157,2,42684.0
90,852,13,Belgian GP,2011,kobayashi,sauber,12,12,0,44,5296869,35,22715.0,22255.50980392157,2,45430.0
91,852,13,Belgian GP,2011,bruno_senna,renault,7,13,0,44,5297878,39,21839.666666666668,22255.50980392157,3,65519.0
92,853,14,Italian GP,2011,vettel,red_bull,1,1,25,53,4846172,49,21751.0,23443.5,2,43502.0
93,853,14,Italian GP,2011,button,mclaren,3,2,18,53,4855762,52,21877.5,23443.5,2,43755.0
94,853,14,Italian GP,2011,alonso,ferrari,4,3,15,53,4863081,50,22264.0,23443.5,2,44528.0
95,853,14,Italian GP,2011,hamilton,mclaren,2,4,12,53,4863589,52,21979.5,23443.5,2,43959.0
96,853,14,Italian GP,2011,michael_schumacher,mercedes,8,5,10,53,4878849,46,22361.5,23443.5,2,44723.0
97,853,14,Italian GP,2011,massa,ferrari,6,6,8,53,4889165,53,21984.5,23443.5,2,43969.0
98,854,15,Singapore GP,2011,vettel,red_bull,1,1,25,61,7146757,51,30542.666666666668,30968.731343283584,3,91628.0
99,854,15,Singapore GP,2011,button,mclaren,3,2,18,61,7148494,54,30131.666666666668,30968.731343283584,3,90395.0
100,854,15,Singapore GP,2011,webber,red_bull,2,3,15,61,7176036,54,30693.0,30968.731343283584,3,92079.0
101,854,15,Singapore GP,2011,alonso,ferrari,5,4,12,61,7202206,58,30326.666666666668,30968.731343283584,3,90980.0
102,854,15,Singapore GP,2011,hamilton,mclaren,4,5,10,61,7214523,54,29704.4,30968.731343283584,5,148522.0
103,854,15,Singapore GP,2011,resta,force_india,10,6,8,61,7257824,41,30234.0,30968.731343283584,2,60468.0
104,855,22,Japanese GP,2011,button,mclaren,2,1,25,53,5453427,52,20935.0,22118.292307692307,3,62805.0
105,855,22,Japanese GP,2011,alonso,ferrari,5,2,18,53,5454587,50,21065.666666666668,22118.292307692307,3,63197.0
106,855,22,Japanese GP,2011,vettel,red_bull,1,3,15,53,5455433,52,21891.666666666668,22118.292307692307,3,65675.0
107,855,22,Japanese GP,2011,webber,red_bull,6,4,12,53,5461498,47,21548.0,22118.292307692307,3,64644.0
108,855,22,Japanese GP,2011,hamilton,mclaren,3,5,10,53,5477695,49,21734.666666666668,22118.292307692307,3,65204.0
109,855,22,Japanese GP,2011,michael_schumacher,mercedes,8,6,8,53,5480547,53,21372.0,22118.292307692307,3,64116.0
110,855,22,Japanese GP,2011,massa,ferrari,4,7,6,53,5481667,50,21209.0,22118.292307692307,3,63627.0
111,855,22,Japanese GP,2011,perez,sauber,17,8,4,53,5492804,39,23058.0,22118.292307692307,2,46116.0
112,855,22,Japanese GP,2011,petrov,renault,10,9,2,53,5496034,47,21068.0,22118.292307692307,2,42136.0
113,855,22,Japanese GP,2011,rosberg,mercedes,23,10,1,53,5497749,50,20683.0,22118.292307692307,3,62049.0
114,855,22,Japanese GP,2011,sutil,force_india,11,11,0,53,5507874,43,21562.333333333332,22118.292307692307,3,64687.0
115,855,22,Japanese GP,2011,resta,force_india,12,12,0,53,5515753,43,21827.0,22118.292307692307,3,65481.0
116,855,22,Japanese GP,2011,kobayashi,sauber,7,13,0,53,5517132,44,23281.0,22118.292307692307,2,46562.0
117,855,22,Japanese GP,2011,maldonado,williams,14,14,0,53,5517621,50,21142.0,22118.292307692307,3,63426.0
118,855,22,Japanese GP,2011,alguersuari,toro_rosso,16,15,0,53,5520050,41,22188.0,22118.292307692307,2,44376.0
119,855,22,Japanese GP,2011,bruno_senna,renault,9,16,0,53,5526055,42,24196.5,22118.292307692307,2,48393.0
120,855,22,Japanese GP,2011,barrichello,williams,13,17,0,53,5527618,53,22252.0,22118.292307692307,3,66756.0
121,855,22,Japanese GP,2011,kovalainen,lotus_racing,18,18,0,53,5541251,50,21821.0,22118.292307692307,3,65463.0
122,855,22,Japanese GP,2011,trulli,lotus_racing,19,19,0,53,5549567,49,22008.333333333332,22118.292307692307,3,66025.0
123,856,35,Korean GP,2011,vettel,red_bull,2,1,25,55,5881994,55,20077.5,21835.56,2,40155.0
124,856,35,Korean GP,2011,hamilton,mclaren,1,2,18,55,5894013,54,20715.0,21835.56,2,41430.0
125,856,35,Korean GP,2011,webber,red_bull,4,3,15,55,5894471,55,20814.0,21835.56,2,41628.0
126,856,35,Korean GP,2011,button,mclaren,3,4,12,55,5896688,55,20762.0,21835.56,2,41524.0
127,856,35,Korean GP,2011,alonso,ferrari,6,5,10,55,5897683,41,20808.5,21835.56,2,41617.0
128,856,35,Korean GP,2011,massa,ferrari,5,6,8,55,5907127,51,22361.0,21835.56,2,44722.0
129,856,35,Korean GP,2011,alguersuari,toro_rosso,11,7,6,55,5931532,55,22313.0,21835.56,2,44626.0
130,856,35,Korean GP,2011,rosberg,mercedes,7,8,4,55,5936047,49,20431.5,21835.56,2,40863.0
131,856,35,Korean GP,2011,buemi,toro_rosso,13,9,2,55,5944756,50,22045.0,21835.56,2,44090.0
132,856,35,Korean GP,2011,resta,force_india,9,10,1,55,5950596,50,21567.5,21835.56,2,43135.0
133,856,35,Korean GP,2011,sutil,force_india,10,11,0,55,5953223,49,23368.0,21835.56,2,46736.0
134,856,35,Korean GP,2011,barrichello,williams,18,12,0,55,5975062,54,22034.5,21835.56,2,44069.0
135,857,68,Indian GP,2011,vettel,red_bull,1,1,25,60,5435002,60,21432.0,23008.88888888889,2,42864.0
136,857,68,Indian GP,2011,button,mclaren,4,2,18,60,5443435,60,21465.0,23008.88888888889,2,42930.0
137,857,68,Indian GP,2011,alonso,ferrari,3,3,15,60,5459303,58,21814.0,23008.88888888889,2,43628.0
138,857,68,Indian GP,2011,webber,red_bull,2,4,12,60,5460531,59,21316.0,23008.88888888889,2,42632.0
139,857,68,Indian GP,2011,michael_schumacher,mercedes,11,5,10,60,5500423,48,21187.5,23008.88888888889,2,42375.0
140,857,68,Indian GP,2011,rosberg,mercedes,7,6,8,60,5501853,59,22063.5,23008.88888888889,2,44127.0
141,857,68,Indian GP,2011,hamilton,mclaren,5,7,6,60,5519185,58,23965.0,23008.88888888889,3,71895.0
142,858,24,Abu Dhabi GP,2011,hamilton,mclaren,2,1,25,55,5831886,51,19394.5,20523.780487804877,2,38789.0
143,858,24,Abu Dhabi GP,2011,alonso,ferrari,5,2,18,55,5840343,41,20762.5,20523.780487804877,2,41525.0
144,858,24,Abu Dhabi GP,2011,button,mclaren,3,3,15,55,5857767,51,20604.5,20523.780487804877,2,41209.0
145,858,24,Abu Dhabi GP,2011,webber,red_bull,4,4,12,55,5867670,51,21569.0,20523.780487804877,3,64707.0
146,858,24,Abu Dhabi GP,2011,massa,ferrari,6,5,10,55,5882464,51,20253.0,20523.780487804877,2,40506.0
147,858,24,Abu Dhabi GP,2011,rosberg,mercedes,7,6,8,55,5884203,55,19846.0,20523.780487804877,2,39692.0
148,858,24,Abu Dhabi GP,2011,michael_schumacher,mercedes,8,7,6,55,5907850,48,20149.0,20523.780487804877,2,40298.0
149,858,24,Abu Dhabi GP,2011,sutil,force_india,9,8,4,55,5909008,53,20485.0,20523.780487804877,2,40970.0
150,858,24,Abu Dhabi GP,2011,resta,force_india,10,9,2,55,5932973,49,20216.0,20523.780487804877,1,20216.0
151,859,18,Brazilian GP,2011,webber,red_bull,2,1,25,71,5537464,71,20842.0,21675.810344827587,3,62526.0
152,859,18,Brazilian GP,2011,vettel,red_bull,1,2,18,71,5554447,68,21224.333333333332,21675.810344827587,3,63673.0
153,859,18,Brazilian GP,2011,button,mclaren,3,3,15,71,5565102,63,21542.0,21675.810344827587,3,64626.0
154,859,18,Brazilian GP,2011,alonso,ferrari,5,4,12,71,5572512,65,20729.666666666668,21675.810344827587,3,62189.0
155,859,18,Brazilian GP,2011,massa,ferrari,7,5,10,71,5604197,64,21374.5,21675.810344827587,2,42749.0
156,860,1,Australian GP,2012,button,mclaren,2,1,25,58,5649565,56,23056.0,24100.0,2,46112.0
157,860,1,Australian GP,2012,vettel,red_bull,6,2,18,58,5651704,57,24193.5,24100.0,2,48387.0
158,860,1,Australian GP,2012,hamilton,mclaren,1,3,15,58,5653640,57,23163.0,24100.0,2,46326.0
159,860,1,Australian GP,2012,webber,red_bull,5,4,12,58,5654112,57,23108.5,24100.0,2,46217.0
160,860,1,Australian GP,2012,alonso,ferrari,12,5,10,58,5671130,52,21972.5,24100.0,2,43945.0
161,860,1,Australian GP,2012,kobayashi,sauber,13,6,8,58,5686331,55,24754.0,24100.0,2,49508.0
162,860,1,Australian GP,2012,raikkonen,lotus_f1,17,7,6,58,5687579,50,24095.5,24100.0,2,48191.0
163,860,1,Australian GP,2012,perez,sauber,22,8,4,58,5689023,46,23882.0,24100.0,1,23882.0
164,860,1,Australian GP,2012,ricciardo,toro_rosso,10,9,2,58,5689121,53,26641.333333333332,24100.0,3,79924.0
165,860,1,Australian GP,2012,resta,force_india,15,10,1,58,5689302,57,24756.0,24100.0,2,49512.0
166,860,1,Australian GP,2012,vergne,toro_rosso,11,11,0,58,5689413,52,23386.0,24100.0,2,46772.0
167,860,1,Australian GP,2012,rosberg,mercedes,7,12,0,58,5707207,53,23110.0,24100.0,2,46220.0
168,861,2,Malaysian GP,2012,alonso,ferrari,8,1,25,56,9891812,53,23350.333333333332,25591.72,3,70051.0
169,861,2,Malaysian GP,2012,perez,sauber,9,2,18,56,9894075,54,24911.333333333332,25591.72,3,74734.0
170,861,2,Malaysian GP,2012,hamilton,mclaren,1,3,15,56,9906403,50,26190.0,25591.72,3,78570.0
171,861,2,Malaysian GP,2012,webber,red_bull,4,4,12,56,9909500,52,24700.333333333332,25591.72,3,74101.0
172,861,2,Malaysian GP,2012,raikkonen,lotus_f1,10,5,10,56,9921268,53,25856.666666666668,25591.72,3,77570.0
173,861,2,Malaysian GP,2012,bruno_senna,williams,13,6,8,56,9929479,55,26519.75,25591.72,4,106079.0
174,861,2,Malaysian GP,2012,resta,force_india,14,7,6,56,9936224,55,23006.333333333332,25591.72,3,69019.0
175,861,2,Malaysian GP,2012,vergne,toro_rosso,18,8,4,56,9938797,55,23779.5,25591.72,2,47559.0
176,861,2,Malaysian GP,2012,hulkenberg,force_india,16,9,2,56,9939704,51,23587.666666666668,25591.72,3,70763.0
177,861,2,Malaysian GP,2012,michael_schumacher,mercedes,3,10,1,56,9941808,53,23696.0,25591.72,3,71088.0
178,861,2,Malaysian GP,2012,vettel,red_bull,5,11,0,56,9967339,50,24649.25,25591.72,4,98597.0
179,861,2,Malaysian GP,2012,ricciardo,toro_rosso,15,12,0,56,9968640,54,24066.75,25591.72,4,96267.0
180,861,2,Malaysian GP,2012,rosberg,mercedes,7,13,0,56,9970405,51,24270.0,25591.72,4,97080.0
181,861,2,Malaysian GP,2012,button,mclaren,2,14,0,56,9971531,50,26746.0,25591.72,5,133730.0
182,861,2,Malaysian GP,2012,massa,ferrari,12,15,0,56,9989131,56,24629.5,25591.72,4,98518.0
183,862,17,Chinese GP,2012,rosberg,mercedes,1,1,25,56,5786929,40,20879.0,22102.69090909091,2,41758.0
184,862,17,Chinese GP,2012,button,mclaren,5,2,18,56,5807555,56,22551.666666666668,22102.69090909091,3,67655.0
185,862,17,Chinese GP,2012,hamilton,mclaren,7,3,15,56,5812941,40,20590.333333333332,22102.69090909091,3,61771.0
186,862,17,Chinese GP,2012,webber,red_bull,6,4,12,56,5814853,52,20440.666666666668,22102.69090909091,3,61322.0
187,862,17,Chinese GP,2012,vettel,red_bull,11,5,10,56,5817412,33,21297.5,22102.69090909091,2,42595.0
188,862,17,Chinese GP,2012,grosjean,lotus_f1,10,6,8,56,5818420,35,23509.5,22102.69090909091,2,47019.0
189,862,17,Chinese GP,2012,bruno_senna,williams,14,7,6,56,5821526,37,21253.5,22102.69090909091,2,42507.0
190,862,17,Chinese GP,2012,maldonado,williams,13,8,4,56,5822572,36,21399.0,22102.69090909091,2,42798.0
191,862,17,Chinese GP,2012,alonso,ferrari,9,9,2,56,5824185,41,20152.0,22102.69090909091,3,60456.0
192,862,17,Chinese GP,2012,kobayashi,sauber,3,10,1,56,5825649,40,21452.666666666668,22102.69090909091,3,64358.0
193,862,17,Chinese GP,2012,perez,sauber,8,11,0,56,5827995,37,22787.0,22102.69090909091,2,45574.0
194,862,17,Chinese GP,2012,resta,force_india,15,12,0,56,5829202,40,20696.5,22102.69090909091,2,41393.0
195,862,17,Chinese GP,2012,massa,ferrari,12,13,0,56,5829708,48,20150.5,22102.69090909091,2,40301.0
196,862,17,Chinese GP,2012,raikkonen,lotus_f1,4,14,0,56,5837502,43,21463.5,22102.69090909091,2,42927.0
197,862,17,Chinese GP,2012,hulkenberg,force_india,16,15,0,56,5838142,48,26717.0,22102.69090909091,2,53434.0
198,862,17,Chinese GP,2012,vergne,toro_rosso,24,16,0,56,5838685,48,22996.333333333332,22102.69090909091,3,68989.0
199,862,17,Chinese GP,2012,ricciardo,toro_rosso,17,17,0,56,5850085,40,22101.0,22102.69090909091,2,44202.0
200,863,3,Bahrain GP,2012,vettel,red_bull,1,1,25,57,5710990,41,22178.0,23381.197183098593,3,66534.0
201,863,3,Bahrain GP,2012,raikkonen,lotus_f1,11,2,18,57,5714323,41,22457.0,23381.197183098593,3,67371.0
202,863,3,Bahrain GP,2012,grosjean,lotus_f1,7,3,15,57,5721184,42,22968.333333333332,23381.197183098593,3,68905.0
203,863,3,Bahrain GP,2012,webber,red_bull,3,4,12,57,5749778,45,22196.666666666668,23381.197183098593,3,66590.0
204,863,3,Bahrain GP,2012,rosberg,mercedes,5,5,10,57,5766450,41,22339.666666666668,23381.197183098593,3,67019.0
205,863,3,Bahrain GP,2012,resta,force_india,10,6,8,57,5768533,41,22276.0,23381.197183098593,2,44552.0
206,863,3,Bahrain GP,2012,alonso,ferrari,9,7,6,57,5768793,44,22916.666666666668,23381.197183098593,3,68750.0
207,863,3,Bahrain GP,2012,hamilton,mclaren,2,8,4,57,5769974,38,27553.0,23381.197183098593,3,82659.0
208,863,3,Bahrain GP,2012,massa,ferrari,14,9,2,57,5775989,42,22486.0,23381.197183098593,3,67458.0
209,863,3,Bahrain GP,2012,michael_schumacher,mercedes,22,10,1,57,5782480,39,22092.0,23381.197183098593,3,66276.0
210,863,3,Bahrain GP,2012,perez,sauber,8,11,0,57,5783692,39,23253.333333333332,23381.197183098593,3,69760.0
211,863,3,Bahrain GP,2012,hulkenberg,force_india,13,12,0,57,5787529,46,22473.0,23381.197183098593,3,67419.0
212,863,3,Bahrain GP,2012,kobayashi,sauber,12,13,0,57,5801324,54,24340.666666666668,23381.197183098593,3,73022.0
213,863,3,Bahrain GP,2012,vergne,toro_rosso,17,14,0,57,5804713,43,22785.666666666668,23381.197183098593,3,68357.0
214,864,4,Spanish GP,2012,maldonado,williams,1,1,25,66,5949145,26,21222.333333333332,20973.507462686568,3,63667.0
215,864,4,Spanish GP,2012,alonso,ferrari,2,2,18,66,5952340,46,19863.0,20973.507462686568,3,59589.0
216,864,4,Spanish GP,2012,raikkonen,lotus_f1,4,3,15,66,5953029,50,20383.666666666668,20973.507462686568,3,61151.0
217,864,4,Spanish GP,2012,grosjean,lotus_f1,3,4,12,66,5963944,53,20824.333333333332,20973.507462686568,3,62473.0
218,864,4,Spanish GP,2012,kobayashi,sauber,9,5,10,66,6013786,45,21317.333333333332,20973.507462686568,3,63952.0
219,864,4,Spanish GP,2012,vettel,red_bull,7,6,8,66,6016721,65,19711.75,20973.507462686568,4,78847.0
220,864,4,Spanish GP,2012,rosberg,mercedes,6,7,6,66,6027064,45,20252.666666666668,20973.507462686568,3,60758.0
221,864,4,Spanish GP,2012,hamilton,mclaren,24,8,4,66,6027285,50,20971.5,20973.507462686568,2,41943.0
222,864,4,Spanish GP,2012,button,mclaren,10,9,2,66,6034391,41,20427.333333333332,20973.507462686568,3,61282.0
223,865,6,Monaco GP,2012,webber,red_bull,1,1,25,78,6366557,45,25566.0,26355.08,1,25566.0
224,865,6,Monaco GP,2012,rosberg,mercedes,2,2,18,78,6367200,46,24874.0,26355.08,1,24874.0
225,865,6,Monaco GP,2012,alonso,ferrari,5,3,15,78,6367504,45,25220.0,26355.08,1,25220.0
226,865,6,Monaco GP,2012,vettel,red_bull,9,4,12,78,6367900,43,25079.0,26355.08,1,25079.0
227,865,6,Monaco GP,2012,hamilton,mclaren,3,5,10,78,6370658,46,25748.0,26355.08,1,25748.0
228,865,6,Monaco GP,2012,massa,ferrari,7,6,8,78,6372752,41,24993.0,26355.08,1,24993.0
229,865,6,Monaco GP,2012,resta,force_india,14,7,6,78,6408094,51,25642.0,26355.08,1,25642.0
230,865,6,Monaco GP,2012,hulkenberg,force_india,10,8,4,78,6409119,35,26447.0,26355.08,1,26447.0
231,865,6,Monaco GP,2012,raikkonen,lotus_f1,8,9,2,78,6410593,51,26380.0,26355.08,1,26380.0
232,865,6,Monaco GP,2012,bruno_senna,williams,13,10,1,78,6411073,51,26410.0,26355.08,1,26410.0
233,866,7,Canadian GP,2012,hamilton,mclaren,2,1,25,70,5549586,59,21952.5,21825.18918918919,2,43905.0
234,866,7,Canadian GP,2012,grosjean,lotus_f1,7,2,18,70,5552099,57,21830.0,21825.18918918919,1,21830.0
